year,jurisdiction,title,description,status,ISO3,country,topic,type,category,source
2022,National,Inflation Reduction Act 2022: Sec. 50131 Assistance for Latest and Zero Building Energy Code Adoption,The U.S. Inflation Reduction Act of 2022 allocates USD 1 billion for grants to state- or local-level governments to update and achieve compliance with more stringent building energy codes.,In force,USA,United States,Buildings,"Government spending for energy-efficient buildings,Incentives and investments",Existing buildings,https://www.govinfo.gov/content/pkg/BILLS-117hr5376enr/pdf/BILLS-117hr5376enr.pdf
2022,National,Renewable-based heating subsidy scheme for companies & subnational authorities,"In the framework of its Economic and Social Resilience Plan, the French government increased by EUR 150 million the budget available for the Heat Fund for 2022 - supporting company, community and subnational authority projects developing renewable energy-based heating networks.An increase in funding was allocated to the Heat Fund in 2023, reaching EUR 520 million.",In force,FRA,France,"Buildings,Industry","Government spending for efficient or cleaner technologies,Incentives and investments,Government spending for energy efficiency and recycling,Incentives and investments",Not applicable,https://www.gouvernement.fr/sites/default/files/document/document/2022/03/dossier_de_presse_-_plan_de_resilience_economique_et_sociale_-_16.03.2022.pdf?v=1652780490
2022,National,Ma prime Rénov,"In the framework of its Economic and Social Resilience Plan, the French government enacted an enlargement of ""Ma prime Rénov"", a revenue-based subsidy scheme aimed at boosting home retrofits, from mid-April 2022 to the end of the year. The scheme was later extended in 2023, and support for the installation of high-efficiency gas-based heating systems was then scrapped. In 2024, the scheme was further revised to better target low-revenue households and incentivize both one-off energy-efficient ameliorations (such as boiler upgrades) and more energy-efficient renovations combining several ameliorations.",In force,FRA,France,Buildings,"Government spending for energy-efficient buildings,Incentives and investments",Existing buildings,https://www.gouvernement.fr/sites/default/files/document/document/2022/03/dossier_de_presse_-_plan_de_resilience_economique_et_sociale_-_16.03.2022.pdf?v=1652780490
2022,National,Investment in public building renovation,"In the framework of its Economic and Social Resilience Plan, the French government is investing EUR 50 million to retrofit its public buildings in order to make them more energy-efficient, and reduce their gas consumption.",Ended,FRA,France,Buildings,"Government spending for energy-efficient buildings,Incentives and investments",Existing buildings,https://www.gouvernement.fr/sites/default/files/document/document/2022/03/dossier_de_presse_-_plan_de_resilience_economique_et_sociale_-_16.03.2022.pdf?v=1652780490
2022,National,Supplementary fiscal purchasing power measures Act 2022,"Act of 1 July 2022 amending some tax laws (Supplementary fiscal purchasing power measures Act 2022) as promulgated in Official Gazette 2022, 286. On 23 March 2023, the Dutch government announced the following measures to contain rising energy prices:Raising the one-off energy allowance (energietoeslag) for people on incomes around the level of social assistance benefit to EUR 800.Lowering the rate of value-added tax (VAT) on energy from 21% to 9%. The reduced rate on electricity and gas will apply from 1 July through 31 December 2022.Excise duties on unleaded light oil (petrol), gas oil (diesel) and liquefied petroleum gas (LPG) will temporarily be reduced by 21% with retroactive effect to 1 April 2022 until 31 December 2022.Finally, the government is bringing forward spending of EUR 150 million, originally earmarked for 2026, to help low-income households take energy-saving measures.",Ended,NLD,Netherlands,Buildings,"Government spending for energy-efficient buildings,Incentives and investments",Existing buildings,https://zoek.officielebekendmakingen.nl/stb-2022-286.html
2022,National,Boiler Upgrade Scheme,"Formerly known as the Clean Heat Grant, the Boiler Upgrade scheme is a grant of GBP 5000 for homeowners to replace fossil fuel boilers with heat pumps. The scheme was extended to the 2025 -2028 period, with grant value increased to GBP 7500.",In force,GBR,United Kingdom,Buildings,"Government spending for efficient or cleaner technologies,Incentives and investments",Not applicable,https://www.gov.uk/government/news/heat-pump-grants-increased-by-50-per-cent
2022,National,Heat Pump Ready Programme,"The Heat Pump Ready Programme forms part of BEIS’ GBP 1 billion Net Zero Innovation Portfolio (NZIP), which aims to accelerate the commercialisation of innovative clean energy technologies and processes through the 2020s and 2030s. Heat Pump Ready will support the development of innovative solutions across the heat pump sector.",In force,GBR,United Kingdom,Buildings,"Government spending for efficient or cleaner technologies,Incentives and investments",Not applicable,https://www.gov.uk/government/publications/heat-pump-ready-programme/information-about-the-heat-pump-ready-programme
2022,National,Public Sector Decarbonisation Scheme,"Up to GBP 635 million of government funding made available to public sector organisations so they can install low carbon heating, such as heat pumps, and energy efficiency measures including double glazing and loft insulation. The funding is available through the Public Sector Decarbonisation Scheme with organisations such as NHS Trusts, schools and local authorities able to apply for grants from September 2022.",In force,GBR,United Kingdom,Buildings,"Government spending for energy-efficient buildings,Incentives and investments",Existing buildings,https://www.gov.uk/government/news/further-taxpayer-savings-with-green-upgrades-for-public-buildings
2022,National,"VAT reduction on solar panels, solar water heaters and heat pumps","The Belgian government enacted in 2022 a temporary VAT reduction to the delivery and installation of the following energy-efficient technologies:Photovoltaic solar panelsThermal solar panelsSolar water heatersHeat pumpsDwellings being less than 10 years old are eligible to the reduced VAT rate of 6% (down from the standard 21%). The reduced rate is applicable between April 1, 2022, and December 31, 2023, inclusive.",Ended,BEL,Belgium,Buildings,"Government spending for efficient or cleaner technologies,Incentives and investments",Not applicable,https://www.ejustice.just.fgov.be/eli/loi/2023/12/22/2023048600/moniteur
2022,National,ProKilowatt programme,"The Federal Council started the ProKilowatt programme in 2010, which provides state subsidies to electricity saving technologies in the industrial and service sectors, as well as for households.For 2022 (13th edition of the programme), applications for subsidies ran from 8th November 2021 to 16th October 2022.Examples of recipients for the 2022 support scheme includes a national support programme for the energy improvement of lighting. This programme aims to guarantee the quality of planning and the efficient implementation of lighting and control systems. For 2023, applications are opened since 7 November 2022 and will run until November 2023. As part of the 2023 edition, a separate bidding round will be organised for the first time for projects with an incentive contribution between CHF 2 million and 6 million.",In force,CHE,Switzerland,"Buildings,Industry","Government spending for efficient or cleaner technologies,Incentives and investments,Government spending for energy efficiency and recycling,Incentives and investments",Not applicable,https://www.admin.ch/gov/fr/accueil/documentation/communiques.msg-id-92592.html
2022,National,Increase to subsidy for renewable energy and energy savings 2022 (ISDE),"The ISDE subsidy (Investment Subsidy Renewable Energy and Energy Saving) is a yearly recurring program for insulation measures, (hybrid) heat pumps, solar power and connections to a heat network, which runs until 2030. In 2022, the budget of the ISDE is increased by EUR 62 million due to the large number of applications. This means that a total of EUR 290 million is available in 2022. Additionally, a budget of EUR 30 million is available in 2022 for small-scale wind turbines and solar panels.The increase in the subsidy will be available from 18 October 2022.",Ended,NLD,Netherlands,"Buildings,Power","Government spending for energy-efficient buildings,Incentives and investments,Government spending in low-carbon electricity,Incentives and investments","Existing buildings,Solar PVs",https://www.rijksoverheid.nl/actueel/nieuws/2022/10/17/62-miljoen-euro-extra-voor-isolatie-en-warmtepompen
2012,State/Provincial,(California) Air Resources Board Cap and Trade Regulation,"California's Cap-and-Trade Regulation was issued in 2012 to reduce emissions of greenhouse gases in different sectors and enforce the Greenhouse Gas Cap-and Trade Program. Its main objective is to continually incentivise investment in efficient technologies and processes that reduce or limit emissions. It is enforced by the California Air Resources Board (CARB).The Regulation establishes a limit for major sources of GHG emissions that declines each year; consequently, the Program applies an aggregate greenhouse gas allowance budget on covered entities. One allowance is equal to one metric ton of carbon dioxide equivalent emissions (Mt CO2-eq). Fewer allowances are created every year and the annual cap declines, reducing overall emissions in line with California's emissions targets.The Regulation also provides the procedure of a trading mechanism for compliance instruments. The Compliance Offset Program is also part of the Cap-and-Trade Program, through which CARB issues ARB Offset Credits to qualified projects that sequester greenhouse gases in accordance with Compliance Offset Protocols.",In force,USA,United States,"Transport,Buildings,Industry,Power","Carbon pricing instruments,Regulations",Emission Trading System (ETS),https://ww2.arb.ca.gov/sites/default/files/2021-02/ct_reg_unofficial.pdf
2023,National,2023 Social Housing Decarbonisation Fund and Home Upgrade Grant allocations,"In 2023, the UK government is allocating dedicated funding to local authorities, providers of social housing and charities to subsidise energy-efficient home retrofits, with a focus on social housing, through both its Home Upgrade Grant scheme and the Social Housing Decarbonisation Fund (SHDF) .The Home Upgrade Grant targets around 25,000 low-income households across England.  The Wave 2.1 of the Social Housing Decarbonisation Fund aims at facilitating the implementation of energy performance measures in social homes located in England. ",In force,GBR,United Kingdom,Buildings,"Government spending for energy-efficient buildings,Incentives and investments",Existing buildings,https://www.gov.uk/government/news/18-billion-awarded-to-boost-energy-efficiency-and-cut-emissions-of-homes-and-public-buildings-across-england
2022,National,Winter Energy Conservation Initiative,"The Federal Council launched on August 2022 the Winter Energy Conservation Initiative. It includes the ""Stop Waste"" energy saving campaign and the Alliance for Energy Conservation. The initiative promotes energy saving measures through behavioural changes to save energy and to prevent a shortage. For 2022, a budget of CHF 14 million was allocated to the Winter Energy Saving Initiative. On December 2022, the Federal Council decided to continue the Winter Energy Conservation Initiative during the winter of 2023-2024. In March 2023, the Federal Council decided an additional CHF 7 million for the continuation of this initiative. ",In force,CHE,Switzerland,Buildings,"Government spending for efficient or cleaner technologies,Incentives and investments",Not applicable,https://www.admin.ch/gov/fr/accueil/documentation/communiques.msg-id-93447.html
2021,National,Special programme for large-scale buildings renovations,"The programme started in January 2021 and until 2023, 20 energy renovation interventions have been carried out, through loans amounting CHF 35 million. The Confederation agreed for a two-year extension of this special programme, until the end of 2025. The special programme provides loans for a duration of 25 years and amounts to 50,000 francs per dwelling. For the first ten years, the special programme gives interest-free loans to encourage public utility developers to renovate their residential buildings. Tenants must occupy their dwelling during the work of renovation. ",In force,CHE,Switzerland,Buildings,"Government spending for energy-efficient buildings,Incentives and investments",Existing buildings,https://www.admin.ch/gov/fr/accueil/documentation/communiques.msg-id-92222.html
2008,National,CO2 Act - CO2 levy,"Switzerland introduced a CO2 tax on fossil fuels used in stationary sources in 2008. The levy covers around 40% of the country’s greenhouse gas emissions, primarily in the heating and process fuel sectors (fossil fuel for electricity generation – mainly small CHP and district heating – amounting to 1.2% of total generation). Two-thirds of Switzerland’s carbon tax revenues are returned to households and businesses through reductions in health insurance charges and social security payments.",In force,CHE,Switzerland,"Buildings,Industry,Power","Carbon pricing instruments,Regulations",Carbon tax,https://www.bafu.admin.ch/bafu/en/home/topics/climate/info-specialists/reduction-measures/co2-levy/redistribution.html
2022,National,Decree No. 2022-8 on the installation of heating equipments,"From the 1st of July 2022, the installation of coal and oil boilers in new and existing buildings is forbidden in France.",In force,FRA,France,Buildings,"Ban of oil boilers,Regulations,Ban of coal boilers,Regulations","Existing buildings,New buildings","https://www.gouvernement.fr/actualite/fin-des-nouvelles-chaudieres-au-fioul-ou-au-charbon-au-1er-juillet-2022#:~:text=L'installation%20d'%C3%A9quipements%20de,gaz%20%C3%A0%20effet%20de%20serre."
2022,National,Environmental regulations RE2020 - gas boiler installation ban,The environmental regulations RE2020 set new norms to the construction sector. It includes the ban of gas heating systems in new houses as of 1st January 2022. It does not cover other buildings. ,In force,FRA,France,Buildings,"Ban of gas boilers,Regulations",New buildings,https://www.ecologie.gouv.fr/reglementation-environnementale-re2020
2022,National,Netherland's ban of gas boilers,"The Dutch government announced in 2022 a switch of standards for heating, with hybrid heat humps becoming the norm from 2026 onwards. This eventually translates into a ban of gas boiler installation in new buildings by the same date.",In force,NLD,Netherlands,Buildings,"Ban of gas boilers,Regulations",New buildings,https://www.rijksoverheid.nl/actueel/nieuws/2022/05/17/hybride-warmtepomp-de-nieuwe-standaard-vanaf-2026
2021,National,Heat and building strategy - gas boilers phase-out,The United Kingdom plans to phase out the installation of new natural gas boilers beyond 2035 to ensure that all heating systems used in 2050 supports the net-zero ambition. UK is also exploring for all new natural gas boilers to be hydrogen compatible by 2026. Scotland is developing an advanced phase-out strategy as early as 2025.,In force,GBR,United Kingdom,Buildings,"Ban of gas boilers,Regulations","Existing buildings,New buildings",https://www.gov.uk/government/publications/heat-and-buildings-strategy/heat-and-building-strategy-accessible-webpage
2017,National," Clean Growth Strategy - Oil, LPG and coal boilers phase-out","The United Kingdom initially aimed at phasing out the installation of oil, LPG and coal heating systems in new and existing off-gas-grid homes during the 2020s, with the goal of all heating systems to be low-carbon by 2050.Support for new LPG and oil heating systems was removed from 2022 onwards, but the sales ban was delayed to 2035 in September 2023. ",In force,GBR,United Kingdom,Buildings,"Ban of oil boilers,Regulations,Ban of coal boilers,Regulations","Existing buildings,New buildings",https://www.gov.uk/government/publications/heat-and-buildings-strategy/heat-and-building-strategy-accessible-webpage
2010,National,The Buildings Program,The Buildings Programme launched in 2010 aims to significantly reduce the energy consumption and CO2 emissions of the Swiss building stock. Efforts include replacement of fossil fuels based heating systems or efficient use of thermal insulation building envelop. The programme remains to be a central element of Swiss energy and climate policy up to today.It is financed by funds collected from CO2 tax as well as cantonal subsidies. ,In force,CHE,Switzerland,Buildings,"Government spending for energy-efficient buildings,Incentives and investments","Existing buildings,New buildings",https://www.bfe.admin.ch/bfe/fr/home/actualites-et-medias/communiques-de-presse/mm-test.msg-id-97502.html
2023,National,Artificial Intelligence (AI) for Decarbonisation Innovation Programme,"The United Kingdom government is financing projects leveraging the deployment of new artificial intelligence (AI) solutions to accelerate industrial decarbonisation through improving industrial energy efficiency. The UK's first Center for Excellence on AI innovation for decarbonisation (ADViCE) was established to provide virtual hub that will bring together industries, academics, and experts to promote research on AI solutions for CO2 emissions in industrial sector. The fund will be granted through calls for proposals for AI solutions for decarbonization, such as ultra-low-power AI technology, AI supporting grid management, solar PV production forecasts, and agricultural robotics.",In force,GBR,United Kingdom,Buildings,"Government spending for energy-efficient buildings,Incentives and investments","Existing buildings,New buildings",https://www.gov.uk/government/news/ai-to-help-uk-industries-cut-carbon-emissions-on-path-to-net-zero
2023,City/Municipal,New York City All-Electric Buildings Law,The mayor of New York City signed a local law to phase out the combustion of fossil fuel for heating in new residential and commercial buildings. The ban will be implemented from 2026 onwards. ,In force,USA,United States,Buildings,"Ban of oil boilers,Regulations,Ban of gas boilers,Regulations,Ban of coal boilers,Regulations",New buildings,"https://nyassembly.gov/all-electric-buildings/#:~:text=Since%20buildings%20alone%20account%20for,of%20planet%2Ddestroying%20fossil%20fuels."
2019,National,2019 Climate Agreement - Gas-free homes Act,"In its Climate Agreement, decided in 2019, the Netherlands aims to move away from gas in the building sector by 2050. ",In force,NLD,Netherlands,Buildings,"Ban of gas boilers,Regulations",Existing buildings,https://www.klimaatakkoord.nl/gebouwde-omgeving
2022,National,Executive Action to Spur Domestic Clean Energy Manufacturing by Invoking the Defense Production Act,"In June 2022, President Biden issued a series of memoranda (Presidential Determinations 2022-15 through 2022-19) invoking the Defense Production Act of 1950 to spur domestic clean energy manufacturing and clean energy projects. These instruct the Department of Energy to take necessary action to rapid expand domestic manufacturing needs, specifically for:Solar panels and parts including modules and module components (Presidential Determination 2022-15);Insulation material (Presidential Determination 2022-16);Electrolyzers, Fuel Cells, and Platinum Group Metals (Presidential Determination 2022-17); andElectric Heat Pumps (Presidential Determination 2022-18)As of May 2024, two funding opportunities have been opened  for domestic heat pump manufacturers.",In force,USA,United States,Buildings,"Government spending for efficient or cleaner technologies,Incentives and investments",Not applicable,https://www.whitehouse.gov/briefing-room/statements-releases/2022/06/06/fact-sheet-president-biden-takes-bold-executive-action-to-spur-domestic-clean-energy-manufacturing/
2014,National,2014 budget law No. 2013-1278 - France carbon tax,"The French carbon tax (Contribution Climat-Énergie or CCE) is attached to the domestic excise taxes on energy consumption (taxes intérieures sur la consommation des produits énergétiques, d’électricité et de gaz), increasing their overall rate. These excise taxes are added to the final price of petrol, diesel, heating oil or natural gas, so are paid by individuals and businesses. The carbon tax scheme serves as a complementary policy measure to the EU ETS: their respective scopes are complementary.Source: World Bank Carbon Pricing Dashboard",In force,FRA,France,"Transport,Buildings,Industry","Carbon pricing instruments,Regulations",Carbon tax,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000028399511
2022,National,National Energy Code of Canada for Buildings (NECB) 2020,"The National Energy Code of Canada for Buildings (NECB) 2020 sets out the technical requirements for the energy-efficient design and construction of new buildings and additions. This supersedes the 2017 edition which aimed at improving the level of energy efficiency provided by the code and to expand on the compliance options.The code sets minimum energy efficiency requirements, including net-zero energy ready-tiered performance levels for adoption by provinces and territories by 2030. The new code's targets are 10-15% more efficient than previous codes and 60%-70% more efficient at the highest tiers. ",In force,CAN,Canada,Buildings,"Building energy codes for new buildings,Regulations",New buildings,https://nrc-publications.canada.ca/eng/view/object/?id=af36747e-3eee-4024-a1b4-73833555c7fa
2021,National, Construction and Housing Code - Energy Performance Certificate,"Buildings requirements are set through the new Code of Construction and Housing enacted in 2021. New constructions must respect the Energy Performance Diagnostic (DPE), equivalent to a performance certificate at the same time, by providing guidelines and minimum energy performance standards for building technologies. ",In force,FRA,France,Buildings,"Building energy codes for new buildings,Regulations",New buildings,"https://www.service-public.fr/particuliers/vosdroits/F16096#:~:text=Le%20DPE%20doit%20contenir%20au,b%C3%A2timents%2C%20%C3%A9clairage%20int%C3%A9gr%C3%A9%20des%20locaux."
2022,National,Israeli Standard for Green Building (No. 5281),"Under the Green Building Code, new buildings in Tel Aviv are required to have an EPI (Energy performance index) that is 25% lower than the baseline EPI for that building type, as defined by the Ministry of Environmental Protection. In addition, the Green Building Code requires that all new buildings in Tel Aviv be designed to be ""green roofs ready"", meaning that they are suitable for the installation of vegetation or other greenery on the roof to improve energy efficiency and reduce the urban heat island effect.",In force,ISR,Israel,Buildings,"Building energy codes for new buildings,Regulations",New buildings,https://www.gov.il/en/departments/guides/standards_in_israel
2012,National,Building decree 2012 (NEN 7120:2011),"The Dutch Building Decree requires minimum levels of energy performance for new buildings and renovations, following an energy performance coefficient. ",Ended,NLD,Netherlands,Buildings,"Building energy codes for new buildings,Regulations",New buildings,https://business.gov.nl/regulation/building-regulations/
2011,National,Sweden's Housing Building Rules ,"Sweden's Housing Building Rules was first implemented in 2011 with the latest amendment in 2020 complying with the 2018 European Union Energy Performance of Buildings Directive (EPBD). Additionally, it sets out requirements for the thermal insulation of building envelopes, heating systems, heating equipment efficiency standards, amongst others.",In force,SWE,Sweden,Buildings,"Building energy codes for new buildings,Regulations",New buildings,https://www.boverket.se/sv/lag--ratt/forfattningssamling/gallande/bbr---bfs-20116/#
2015,National,Model Cantonal Regulations in the Energy Sector (MuKEn) standards,"The Model Cantonal Regulations in the Energy Sector (MuKen) set energy regulations in the building sector for new builds, with notably a standard which amounts to 35 kWh/m2 for single and multi-family houses.The regulations were last updated in 2018.",In force,CHE,Switzerland,Buildings,"Building energy codes for new buildings,Regulations",New buildings,https://www.endk.ch/de/energiepolitik-der-kantone/muken
2021,National,Building Regulations part L,Building regulation in England setting standards for the energy performance of new and existing buildings. All new buildings shall be nearly zero energy buildings.,In force,GBR,United Kingdom,Buildings,"Building energy codes for new buildings,Regulations",New buildings,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1133079/Approved_Document_L__Conservation_of_fuel_and_power__Volume_1_Dwellings__2021_edition_incorporating_2023_amendments.pdf
2023,National,2024 Energy efficiency call for project,The Swiss government allocated funding to energy efficiency -related projects implemented by companies or households.,In force,CHE,Switzerland,"Buildings,Industry","Government spending for energy-efficient buildings,Incentives and investments,Government spending for energy efficiency and recycling,Incentives and investments","Existing buildings,Not applicable",https://www.admin.ch/gov/fr/accueil/documentation/communiques.msg-id-98999.html
2023,National,Low Carbon Economy Fund- Indigenous Leadership Fund,"The Indigenous Leadership Fund is one of the four funding stream within the Low Carbon Economy Fund. It aims at financing renewable energy, energy efficiency, and low-carbon heating projects led by indigenous communities.In 2022, a specific grant was allocated to the Atlin Hydro Expansion Project, to expand a two-megawatt (MW) hydropower facility in Atlin B.C. by an additional 8.5 megawatts of winter energy, and export the additionnal output through a new transmission line.",In force,CAN,Canada,Buildings,"Government spending for energy-efficient buildings,Incentives and investments",Existing buildings,https://www.canada.ca/en/environment-climate-change/services/climate-change/low-carbon-economy-fund/indigenous-leadership.html
2024,National,Multi-dwelling energy efficiency and housing investment aid,The Government of Sweden aims to improve energy efficiency in multi-dwelling buildings through investment on promoting energy efficiency through increased energy performance and reduced energy demand and greenhouse gas emissions. It also aim to extend support to rental housing and housing for students whereby the buildings are more energy efficient than what applies to new construction in general. ,In force,SWE,Sweden,Buildings,"Government spending for energy-efficient buildings,Incentives and investments","Existing buildings,New buildings",https://commission.europa.eu/document/download/c7d8fe2b-0e17-4e59-851c-67462eac6844_en?filename=SWD_2023_342_1_EN_autre_document_travail_service_part1_v4.pdf
2025,National,Household energy efficiency measures,Swedish government announced a SKK 320 million in 2025 to support energy-efficient technology and on investment aid for measures that lead to reduced electricity and gas use in households. ,In force,SWE,Sweden,Buildings,"Government spending for efficient or cleaner technologies,Incentives and investments",Not applicable,https://www.regeringen.se/contentassets/b59b4d3bc1b34605aeb418174eda2409/varandringsbudget-for-2024-prop.-20232499.pdf
2024,National,Built environment appliances energy efficiency,"The Government of Netherlands is subsidising energy efficiency retrofit, including insulation works, the installation of solar boilers, heat pumps and electric cooking installations.",In force,NLD,Netherlands,Buildings,"Government spending for efficient or cleaner technologies,Incentives and investments",Not applicable,https://commission.europa.eu/document/download/07106053-4d22-4cf1-9702-b85f4a479561_en?filename=SWD_2023_324_1_EN_autre_document_travail_service_part1_v4.pdf
2024,National,Improved energy subsidy scheme -Brussels-Capital Region ,The Belgian government is implementing an improved energy subsidy scheme meant to support efficient home renovations by low-income households in the Brussels-Capital Region.,In force,BEL,Belgium,"People-Centred Clean Energy Transitions,Buildings","Government spending for energy-efficient buildings,Incentives and investments,Decent jobs,,Universal energy access,",Existing buildings,https://commission.europa.eu/document/download/0aa7f535-7618-446e-9452-b7b357f55c38_en?filename=SWD_2023_376_1_EN_autre_document_travail_service_part1_v4.pdf
2024,National,Improved energy subsidy scheme -Flemish Region,The Belgian government is scaling up its budget allocation to a subsidy scheme meant to provide better home energy renovation incentives in Flanders.,In force,BEL,Belgium,"People-Centred Clean Energy Transitions,Buildings","Government spending for energy-efficient buildings,Incentives and investments,Universal energy access,",Existing buildings,https://commission.europa.eu/document/download/0aa7f535-7618-446e-9452-b7b357f55c38_en?filename=SWD_2023_376_1_EN_autre_document_travail_service_part1_v4.pdf
2024,National,Federal building energy - efficient upgrade,"The Belgian government is financing a new deployment of LED lights, charging stations and solar panels in the public buildings owned by the Federal State. ",In force,BEL,Belgium,"Transport,Buildings","Government spending for energy-efficient buildings,Incentives and investments,Government spending in charging infrastructure,Incentives and investments","Existing buildings,Not applicable",https://commission.europa.eu/document/download/0aa7f535-7618-446e-9452-b7b357f55c38_en?filename=SWD_2023_376_1_EN_autre_document_travail_service_part1_v4.pdf
2024,National,Energy measures -Flemish Region ,"The Belgian government is investing in energy efficiency improvements of public regional, school, residential care and certain hospital buildings in Flanders.",In force,BEL,Belgium,Buildings,"Government spending for energy-efficient buildings,Incentives and investments",Existing buildings,https://commission.europa.eu/document/download/0aa7f535-7618-446e-9452-b7b357f55c38_en?filename=SWD_2023_376_1_EN_autre_document_travail_service_part1_v4.pdf
2024,National,[REPowerEU]Public lighting upgrade,Public lighting will be upgraded with LED on motorways and in tunnels in the Flemish Region. ,In force,BEL,Belgium,Buildings,"Government spending for energy-efficient buildings,Incentives and investments",Existing buildings,https://commission.europa.eu/document/download/0aa7f535-7618-446e-9452-b7b357f55c38_en?filename=SWD_2023_376_1_EN_autre_document_travail_service_part1_v4.pdf
2023,National, Building Environment Decree,"The Building Environment Decree replaces the 2012 Building Decree, and  contains the technical regulations that represent the minimum requirements for all structures in the Netherlands.",In force,NLD,Netherlands,Buildings,"Building energy codes for new buildings,Regulations",New buildings,https://wetten.overheid.nl/BWBR0041297/2024-01-01
2024,National,Tax credit for investments in green industries- Heat pumps,"France introduced in 2024 a tax credit for industrial investments in 4 key sectors, as part of its Green Industry Law aimed at decarbonising the domestic industry, as well as developing domestic low-carbon production capacities. Battery, heat pump, wind and solar PV equipment new production projects across the entire value chain benefit from a 20% investment tax credit. Small and Medium-sized Enterprises, as well as project beneficiaries operating in regions recognised under the European Commission Regional Aid Guidelines (RAG), benefit from higher tax credit rates.A related EUR 2.9 billion State aid was approved in January 2024 by the European Commission under the State aid Temporary Crisis and Transition Framework to support measures in sectors which are key to accelerate the green transition and reduce fuel dependencies.",In force,FRA,France,Buildings,"Government spending for efficient or cleaner technologies,Incentives and investments",Not applicable,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000049268001
2007,National,Energy Efficient Home Consumer Campaign,"The Swedish Energy Agency, together with the Swedish Environmental Protection Agency, the National Board of Housing, Building and Planning, and the Swedish Consumer Agency is launched an energy efficiency campaign in 2007. The campaign demonstrates technical solutions that improve daily energy efficiency of Swedens residences. The campaign will provide information about the coming energy declarations and address both individual homeowners and owners of multi-dwelling buildings and premises as well as other relevant key players. The campaign continues during 2008.",Ended,SWE,Sweden,Buildings,"Building energy codes for new buildings,Regulations",New buildings,http://www.energimyndigheten.se
2016,National,Ozone-depleting Substances and Halocarbon Alternatives Regulations,"The Ozone-depleting Substances and Halocarbon Alternatives Regulations aim at setting norms over the import, export, production, use and sale of ozone-depleting substances such as F-gases. Last amendment in 2020 translates Kigali Amendment to the Montreal Protocol in the Canadian policy framework, with a scheduled phase-down of HFC consumption in the country.",In force,CAN,Canada,"Buildings,Industry","F-gas regulations,Regulations",,https://pollution-waste.canada.ca/environmental-protection-registry/regulations/view?Id=1166
2015,National,The Fluorinated Greenhouse Gases Regulations,"The regulations aim at setting the norms and targets for the export, import, production and use of ozone-depleting substances, notably F-gases. ",In force,GBR,United Kingdom,"Buildings,Industry","F-gas regulations,Regulations",,https://www.legislation.gov.uk/uksi/2015/310/contents
2020,National,American Innovation and Manufacturing Act,"The act aims at phasing down the production and usage of HFCs, targeting a reduction of 85% by 2036.It notably sets rules and regulations for the import, export and production of HFCs. ",In force,USA,United States,"Buildings,Industry","F-gas regulations,Regulations",,https://www.epa.gov/enforcement/enforcement-american-innovation-and-manufacturing-act-2020
2017,National,"Energy Efficiency Regulations, 2016 - Heat pumps","The energy efficiency regulations set standards for most appliances, including air conditioners, heat pumps and boilers. Standards for heat pumps were regularly updated, with last amendment enacted in 2022 (SOR/2022-265).",In force,CAN,Canada,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations",Heat pumps,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2016-311/page-11.html#h-836039
2017,National,"SI 16147 on heat pumps with electric compressors - tests, performance rating and marking requirements","The regulation specifies the norms for performance of heat pumps with electric compressors, including energy efficiency performance rating. ",In force,ISR,Israel,Buildings,"Minimum Energy Performance Standards (MEPS),Regulations",Heat pumps,https://www.sii.org.il/he/%D7%93%D7%A4%D7%99-%D7%9C%D7%95%D7%91%D7%99/%D7%9B%D7%9C%D7%9C%D7%99/%D7%AA%D7%A7%D7%99%D7%A0%D7%94/%D7%93%D7%A3-%D7%AA%D7%A7%D7%9F/?id=7070cb35-11b2-40f3-a1db-2afeb947544e_EN
2023,National,Codes Acceleration Fund (CAF),"Launched by Natural Resource Canada in January 2023, the Codes Acceleration Fund (CAF) supports sub-national governments in adopting the highest feasible energy performance tiers of the energy codes, or other high performance building codes, and to promote higher rates of code compliance.",In force,CAN,Canada,Buildings,"Government spending for energy-efficient buildings,Incentives and investments",New buildings,https://natural-resources.canada.ca/energy-efficiency/buildings/codes-acceleration-fund/24794
2020,National,Green and Inclusive Community Buildings Program,"The five-year $1.5 billion Green and Inclusive Community Buildings Program supports green and accessible retrofits, repairs or upgrades of existing public community buildings and the construction of new publicly-accessible community buildings that serve high-needs, underserved communities across Canada.The GICB Program supports the first pillar of Canada's Strengthened Climate Plan by improving the places Canadians live and gather by cutting pollution (e.g. reducing GHG emissions, increasing energy efficiency, building resiliency to climate change and encouraging new builds to net zero standards), making life more affordable and supporting thousands of good jobs.",In force,CAN,Canada,Buildings,"Government spending for energy-efficient buildings,Incentives and investments",New buildings,
